Number Passengers,airport_1,airport_2,start_lat,start_lon,end_lat,end_lon,Year
121647,DF,RN,-15.83,-47.86,-5.22,-36.52,2005
164456,DF,RO,-15.83,-47.86,-11.22,-62.8,2005
38890,DF,RR,-15.83,-47.86,1.89,-61.22,2005
174663,DF,RS,-15.83,-47.86,-30.01,-51.22,2005
92733,DF,SC,-15.83,-47.86,-27.33,-49.44,2005
75487,DF,SE,-15.83,-47.86,-10.9,-37.07,2005
1982375,DF,SP,-15.83,-47.86,-23.55,-46.64,2005
169722,DF,TO,-15.83,-47.86,-10.25,-48.25,2005
15,ES,GO,-19.19,-40.34,-16.64,-49.31,2005
254051,ES,MG,-19.19,-40.34,-18.1,-44.38,2005
704,ES,PI,-19.19,-40.34,-8.28,-43.68,2005
6482,ES,PR,-19.19,-40.34,-24.89,-51.55,2005
589320,ES,RJ,-19.19,-40.34,-22.84,-43.15,2005
78,ES,RN,-19.19,-40.34,-5.22,-36.52,2005
1085,ES,SC,-19.19,-40.34,-27.33,-49.44,2005
446675,ES,SP,-19.19,-40.34,-23.55,-46.64,2005
4,GO,MA,-16.64,-49.31,-2.55,-44.3,2005
12251,GO,MG,-16.64,-49.31,-18.1,-44.38,2005
12195,GO,MS,-16.64,-49.31,-20.51,-54.54,2005
700,GO,MT,-16.64,-49.31,-12.64,-55.42,2005
37,GO,PB,-16.64,-49.31,-7.06,-35.55,2005
315,GO,PE,-16.64,-49.31,-8.28,-35.07,2005
65,GO,PI,-16.64,-49.31,-8.28,-43.68,2005
687,GO,PR,-16.64,-49.31,-24.89,-51.55,2005
4092,GO,RJ,-16.64,-49.31,-22.84,-43.15,2005
8851,GO,RN,-16.64,-49.31,-5.22,-36.52,2005
48,GO,RO,-16.64,-49.31,-11.22,-62.8,2005
537,GO,RS,-16.64,-49.31,-30.01,-51.22,2005
737,GO,SC,-16.64,-49.31,-27.33,-49.44,2005
7,GO,SE,-16.64,-49.31,-10.9,-37.07,2005
709511,GO,SP,-16.64,-49.31,-23.55,-46.64,2005
22484,GO,TO,-16.64,-49.31,-10.25,-48.25,2005
719,MA,MG,-2.55,-44.3,-18.1,-44.38,2005
60135,MA,PA,-2.55,-44.3,-5.53,-52.29,2005
30949,MA,PE,-2.55,-44.3,-8.28,-35.07,2005
1850,MA,PI,-2.55,-44.3,-8.28,-43.68,2005
24,MA,PR,-2.55,-44.3,-24.89,-51.55,2005
19632,MA,RJ,-2.55,-44.3,-22.84,-43.15,2005
4601,MA,RN,-2.55,-44.3,-5.22,-36.52,2005
28,MA,RS,-2.55,-44.3,-30.01,-51.22,2005
54756,MA,SP,-2.55,-44.3,-23.55,-46.64,2005
4490,MG,MT,-18.1,-44.38,-12.64,-55.42,2005
1951,MG,PA,-18.1,-44.38,-5.53,-52.29,2005
6261,MG,PB,-18.1,-44.38,-7.06,-35.55,2005
69806,MG,PE,-18.1,-44.38,-8.28,-35.07,2005
16101,MG,PR,-18.1,-44.38,-24.89,-51.55,2005
630587,MG,RJ,-18.1,-44.38,-22.84,-43.15,2005
9501,MG,RN,-18.1,-44.38,-5.22,-36.52,2005
11214,MG,RS,-18.1,-44.38,-30.01,-51.22,2005
280,MG,SC,-18.1,-44.38,-27.33,-49.44,2005
7099,MG,SE,-18.1,-44.38,-10.9,-37.07,2005
2103034,MG,SP,-18.1,-44.38,-23.55,-46.64,2005
1997,MG,TO,-18.1,-44.38,-10.25,-48.25,2005
93008,MS,MT,-20.51,-54.54,-12.64,-55.42,2005
44828,MS,PR,-20.51,-54.54,-24.89,-51.55,2005
193,MS,RN,-20.51,-54.54,-5.22,-36.52,2005
3189,MS,RS,-20.51,-54.54,-30.01,-51.22,2005
37,MS,SC,-20.51,-54.54,-27.33,-49.44,2005
391529,MS,SP,-20.51,-54.54,-23.55,-46.64,2005
7709,MT,PA,-12.64,-55.42,-5.53,-52.29,2005
45140,MT,PR,-12.64,-55.42,-24.89,-51.55,2005
10,MT,RJ,-12.64,-55.42,-22.84,-43.15,2005
1329,MT,RN,-12.64,-55.42,-5.22,-36.52,2005
14357,MT,RO,-12.64,-55.42,-11.22,-62.8,2005
374710,MT,SP,-12.64,-55.42,-23.55,-46.64,2005
9,MT,TO,-12.64,-55.42,-10.25,-48.25,2005
35092,PA,PE,-5.53,-52.29,-8.28,-35.07,2005
14,PA,PI,-5.53,-52.29,-8.28,-43.68,2005
744,PA,PR,-5.53,-52.29,-24.89,-51.55,2005
81685,PA,RJ,-5.53,-52.29,-22.84,-43.15,2005
83,PA,RN,-5.53,-52.29,-5.22,-36.52,2005
75,PA,RO,-5.53,-52.29,-11.22,-62.8,2005
1850,PA,RR,-5.53,-52.29,1.89,-61.22,2005
504,PA,RS,-5.53,-52.29,-30.01,-51.22,2005
1288,PA,SC,-5.53,-52.29,-27.33,-49.44,2005
24,PA,SE,-5.53,-52.29,-10.9,-37.07,2005
155099,PA,SP,-5.53,-52.29,-23.55,-46.64,2005
8640,PA,TO,-5.53,-52.29,-10.25,-48.25,2005
153754,PB,PE,-7.06,-35.55,-8.28,-35.07,2005
92,PB,PR,-7.06,-35.55,-24.89,-51.55,2005
32484,PB,RJ,-7.06,-35.55,-22.84,-43.15,2005
268,PB,RN,-7.06,-35.55,-5.22,-36.52,2005
23,PB,RS,-7.06,-35.55,-30.01,-51.22,2005
331,PB,SE,-7.06,-35.55,-10.9,-37.07,2005
94619,PB,SP,-7.06,-35.55,-23.55,-46.64,2005
80,PE,PI,-8.28,-35.07,-8.28,-43.68,2005
3500,PE,PR,-8.28,-35.07,-24.89,-51.55,2005
409449,PE,RJ,-8.28,-35.07,-22.84,-43.15,2005
203447,PE,RN,-8.28,-35.07,-5.22,-36.52,2005
10,PE,RO,-8.28,-35.07,-11.22,-62.8,2005
679,PE,RR,-8.28,-35.07,1.89,-61.22,2005
49392,PE,RS,-8.28,-35.07,-30.01,-51.22,2005
32,PE,SC,-8.28,-35.07,-27.33,-49.44,2005
31547,PE,SE,-8.28,-35.07,-10.9,-37.07,2005
847680,PE,SP,-8.28,-35.07,-23.55,-46.64,2005
1284,PI,RJ,-8.28,-43.68,-22.84,-43.15,2005
105,PI,RS,-8.28,-43.68,-30.01,-51.22,2005
18502,PI,SP,-8.28,-43.68,-23.55,-46.64,2005
166,PI,TO,-8.28,-43.68,-10.25,-48.25,2005
369574,PR,RJ,-24.89,-51.55,-22.84,-43.15,2005
1639,PR,RN,-24.89,-51.55,-5.22,-36.52,2005
3,PR,RR,-24.89,-51.55,1.89,-61.22,2005
357476,PR,RS,-24.89,-51.55,-30.01,-51.22,2005
53749,PR,SC,-24.89,-51.55,-27.33,-49.44,2005
53,PR,SE,-24.89,-51.55,-10.9,-37.07,2005
2487702,PR,SP,-24.89,-51.55,-23.55,-46.64,2005
76,PR,TO,-24.89,-51.55,-10.25,-48.25,2005
132412,RJ,RN,-22.84,-43.15,-5.22,-36.52,2005
5810,RJ,RO,-22.84,-43.15,-11.22,-62.8,2005
6680,RJ,RR,-22.84,-43.15,1.89,-61.22,2005
384408,RJ,RS,-22.84,-43.15,-30.01,-51.22,2005
77246,RJ,SC,-22.84,-43.15,-27.33,-49.44,2005
35666,RJ,SE,-22.84,-43.15,-10.9,-37.07,2005
4753415,RJ,SP,-22.84,-43.15,-23.55,-46.64,2005
5,RJ,TO,-22.84,-43.15,-10.25,-48.25,2005
3902,RN,RS,-5.22,-36.52,-30.01,-51.22,2005
290,RN,SC,-5.22,-36.52,-27.33,-49.44,2005
132,RN,SE,-5.22,-36.52,-10.9,-37.07,2005
291799,RN,SP,-5.22,-36.52,-23.55,-46.64,2005
30,RO,RR,-11.22,-62.8,1.89,-61.22,2005
19503,RO,SP,-11.22,-62.8,-23.55,-46.64,2005
1,RR,RS,1.89,-61.22,-30.01,-51.22,2005
3825,RR,SP,1.89,-61.22,-23.55,-46.64,2005
232079,RS,SC,-30.01,-51.22,-27.33,-49.44,2005
1005,RS,SE,-30.01,-51.22,-10.9,-37.07,2005
1947767,RS,SP,-30.01,-51.22,-23.55,-46.64,2005
1691130,SC,SP,-27.33,-49.44,-23.55,-46.64,2005
131,SC,TO,-27.33,-49.44,-10.25,-48.25,2005
50587,SE,SP,-10.9,-37.07,-23.55,-46.64,2005
11811,SP,TO,-23.55,-46.64,-10.25,-48.25,2005
49238,AC,AM,-8.77,-70.55,-3.07,-61.66,2006
98544,AC,DF,-8.77,-70.55,-15.83,-47.86,2006
1112,AC,GO,-8.77,-70.55,-16.64,-49.31,2006
61,AC,MG,-8.77,-70.55,-18.1,-44.38,2006
1640,AC,RJ,-8.77,-70.55,-22.84,-43.15,2006
54231,AC,RO,-8.77,-70.55,-11.22,-62.8,2006
18,AC,RR,-8.77,-70.55,1.89,-61.22,2006
70,AC,RS,-8.77,-70.55,-30.01,-51.22,2006
5209,AC,SP,-8.77,-70.55,-23.55,-46.64,2006
233899,AL,BA,-9.71,-35.73,-12.96,-38.51,2006
5104,AL,CE,-9.71,-35.73,-3.71,-38.54,2006
78212,AL,DF,-9.71,-35.73,-15.83,-47.86,2006
2956,AL,GO,-9.71,-35.73,-16.64,-49.31,2006
18169,AL,MG,-9.71,-35.73,-18.1,-44.38,2006
1137,AL,PB,-9.71,-35.73,-7.06,-35.55,2006
62096,AL,PE,-9.71,-35.73,-8.28,-35.07,2006
1923,AL,PR,-9.71,-35.73,-24.89,-51.55,2006
71338,AL,RJ,-9.71,-35.73,-22.84,-43.15,2006
1286,AL,RN,-9.71,-35.73,-5.22,-36.52,2006
9244,AL,RS,-9.71,-35.73,-30.01,-51.22,2006
188,AL,SC,-9.71,-35.73,-27.33,-49.44,2006
32535,AL,SE,-9.71,-35.73,-10.9,-37.07,2006
312551,AL,SP,-9.71,-35.73,-23.55,-46.64,2006
1431,AM,AP,-3.07,-61.66,1.41,-51.77,2006
6286,AM,BA,-3.07,-61.66,-12.96,-38.51,2006
89932,AM,CE,-3.07,-61.66,-3.71,-38.54,2006
302452,AM,DF,-3.07,-61.66,-15.83,-47.86,2006
91,AM,GO,-3.07,-61.66,-16.64,-49.31,2006
13231,AM,MA,-3.07,-61.66,-2.55,-44.3,2006
112,AM,MG,-3.07,-61.66,-18.1,-44.38,2006
36,AM,MT,-3.07,-61.66,-12.64,-55.42,2006
262815,AM,PA,-3.07,-61.66,-5.53,-52.29,2006
19961,AM,PE,-3.07,-61.66,-8.28,-35.07,2006
81669,AM,RJ,-3.07,-61.66,-22.84,-43.15,2006
777,AM,RN,-3.07,-61.66,-5.22,-36.52,2006
99199,AM,RO,-3.07,-61.66,-11.22,-62.8,2006
85394,AM,RR,-3.07,-61.66,1.89,-61.22,2006
352553,AM,SP,-3.07,-61.66,-23.55,-46.64,2006
120,AP,CE,1.41,-51.77,-3.71,-38.54,2006
49496,AP,DF,1.41,-51.77,-15.83,-47.86,2006
6,AP,GO,1.41,-51.77,-16.64,-49.31,2006
382677,AP,PA,1.41,-51.77,-5.53,-52.29,2006
26,AP,PE,1.41,-51.77,-8.28,-35.07,2006
49,AP,PR,1.41,-51.77,-24.89,-51.55,2006
3750,AP,RJ,1.41,-51.77,-22.84,-43.15,2006
35,AP,RR,1.41,-51.77,1.89,-61.22,2006
209,AP,RS,1.41,-51.77,-30.01,-51.22,2006
14041,AP,SP,1.41,-51.77,-23.55,-46.64,2006
210473,BA,CE,-12.96,-38.51,-3.71,-38.54,2006
421787,BA,DF,-12.96,-38.51,-15.83,-47.86,2006
43237,BA,ES,-12.96,-38.51,-19.19,-40.34,2006
26816,BA,GO,-12.96,-38.51,-16.64,-49.31,2006
8475,BA,MA,-12.96,-38.51,-2.55,-44.3,2006
458304,BA,MG,-12.96,-38.51,-18.1,-44.38,2006
3131,BA,MS,-12.96,-38.51,-20.51,-54.54,2006
6379,BA,MT,-12.96,-38.51,-12.64,-55.42,2006
11468,BA,PA,-12.96,-38.51,-5.53,-52.29,2006
12076,BA,PB,-12.96,-38.51,-7.06,-35.55,2006
450102,BA,PE,-12.96,-38.51,-8.28,-35.07,2006
29,BA,PI,-12.96,-38.51,-8.28,-43.68,2006
30498,BA,PR,-12.96,-38.51,-24.89,-51.55,2006
839138,BA,RJ,-12.96,-38.51,-22.84,-43.15,2006
76418,BA,RN,-12.96,-38.51,-5.22,-36.52,2006
1,BA,RR,-12.96,-38.51,1.89,-61.22,2006
59935,BA,RS,-12.96,-38.51,-30.01,-51.22,2006
7850,BA,SC,-12.96,-38.51,-27.33,-49.44,2006
219144,BA,SE,-12.96,-38.51,-10.9,-37.07,2006
2238040,BA,SP,-12.96,-38.51,-23.55,-46.64,2006
349693,CE,DF,-3.71,-38.54,-15.83,-47.86,2006
3854,CE,ES,-3.71,-38.54,-19.19,-40.34,2006
4134,CE,GO,-3.71,-38.54,-16.64,-49.31,2006
207458,CE,MA,-3.71,-38.54,-2.55,-44.3,2006
51000,CE,MG,-3.71,-38.54,-18.1,-44.38,2006
2129,CE,MS,-3.71,-38.54,-20.51,-54.54,2006
3622,CE,MT,-3.71,-38.54,-12.64,-55.42,2006
165347,CE,PA,-3.71,-38.54,-5.53,-52.29,2006
1485,CE,PB,-3.71,-38.54,-7.06,-35.55,2006
399433,CE,PE,-3.71,-38.54,-8.28,-35.07,2006
152472,CE,PI,-3.71,-38.54,-8.28,-43.68,2006
10027,CE,PR,-3.71,-38.54,-24.89,-51.55,2006
232939,CE,RJ,-3.71,-38.54,-22.84,-43.15,2006
128899,CE,RN,-3.71,-38.54,-5.22,-36.52,2006
35,CE,RR,-3.71,-38.54,1.89,-61.22,2006
15353,CE,RS,-3.71,-38.54,-30.01,-51.22,2006
2398,CE,SC,-3.71,-38.54,-27.33,-49.44,2006
1319,CE,SE,-3.71,-38.54,-10.9,-37.07,2006
782760,CE,SP,-3.71,-38.54,-23.55,-46.64,2006
79,CE,TO,-3.71,-38.54,-10.25,-48.25,2006
62871,DF,ES,-15.83,-47.86,-19.19,-40.34,2006
348723,DF,GO,-15.83,-47.86,-16.64,-49.31,2006
273786,DF,MA,-15.83,-47.86,-2.55,-44.3,2006
537962,DF,MG,-15.83,-47.86,-18.1,-44.38,2006
79992,DF,MS,-15.83,-47.86,-20.51,-54.54,2006
228977,DF,MT,-15.83,-47.86,-12.64,-55.42,2006
358571,DF,PA,-15.83,-47.86,-5.53,-52.29,2006
48802,DF,PB,-15.83,-47.86,-7.06,-35.55,2006
342935,DF,PE,-15.83,-47.86,-8.28,-35.07,2006
164724,DF,PI,-15.83,-47.86,-8.28,-43.68,2006
227367,DF,PR,-15.83,-47.86,-24.89,-51.55,2006
1092671,DF,RJ,-15.83,-47.86,-22.84,-43.15,2006
159102,DF,RN,-15.83,-47.86,-5.22,-36.52,2006
195071,DF,RO,-15.83,-47.86,-11.22,-62.8,2006
43701,DF,RR,-15.83,-47.86,1.89,-61.22,2006
197752,DF,RS,-15.83,-47.86,-30.01,-51.22,2006
86095,DF,SC,-15.83,-47.86,-27.33,-49.44,2006
71015,DF,SE,-15.83,-47.86,-10.9,-37.07,2006
2102097,DF,SP,-15.83,-47.86,-23.55,-46.64,2006
175675,DF,TO,-15.83,-47.86,-10.25,-48.25,2006
30,ES,GO,-19.19,-40.34,-16.64,-49.31,2006
242451,ES,MG,-19.19,-40.34,-18.1,-44.38,2006
7,ES,PE,-19.19,-40.34,-8.28,-35.07,2006
230,ES,PI,-19.19,-40.34,-8.28,-43.68,2006
4519,ES,PR,-19.19,-40.34,-24.89,-51.55,2006
607861,ES,RJ,-19.19,-40.34,-22.84,-43.15,2006
58,ES,RS,-19.19,-40.34,-30.01,-51.22,2006
1660,ES,SC,-19.19,-40.34,-27.33,-49.44,2006
83,ES,SE,-19.19,-40.34,-10.9,-37.07,2006
589873,ES,SP,-19.19,-40.34,-23.55,-46.64,2006
16520,GO,MG,-16.64,-49.31,-18.1,-44.38,2006
14884,GO,MS,-16.64,-49.31,-20.51,-54.54,2006
7288,GO,MT,-16.64,-49.31,-12.64,-55.42,2006
2127,GO,PA,-16.64,-49.31,-5.53,-52.29,2006
582,GO,PB,-16.64,-49.31,-7.06,-35.55,2006
1386,GO,PE,-16.64,-49.31,-8.28,-35.07,2006
56,GO,PI,-16.64,-49.31,-8.28,-43.68,2006
2664,GO,PR,-16.64,-49.31,-24.89,-51.55,2006
3937,GO,RJ,-16.64,-49.31,-22.84,-43.15,2006
10415,GO,RN,-16.64,-49.31,-5.22,-36.52,2006
7,GO,RO,-16.64,-49.31,-11.22,-62.8,2006
83,GO,RR,-16.64,-49.31,1.89,-61.22,2006
388,GO,RS,-16.64,-49.31,-30.01,-51.22,2006
584,GO,SC,-16.64,-49.31,-27.33,-49.44,2006
1231,GO,SE,-16.64,-49.31,-10.9,-37.07,2006
899422,GO,SP,-16.64,-49.31,-23.55,-46.64,2006
25494,GO,TO,-16.64,-49.31,-10.25,-48.25,2006
2279,MA,MG,-2.55,-44.3,-18.1,-44.38,2006
81053,MA,PA,-2.55,-44.3,-5.53,-52.29,2006
64,MA,PB,-2.55,-44.3,-7.06,-35.55,2006
32569,MA,PE,-2.55,-44.3,-8.28,-35.07,2006
8058,MA,PI,-2.55,-44.3,-8.28,-43.68,2006
22026,MA,RJ,-2.55,-44.3,-22.84,-43.15,2006
3148,MA,RN,-2.55,-44.3,-5.22,-36.52,2006
927,MA,RS,-2.55,-44.3,-30.01,-51.22,2006
65045,MA,SP,-2.55,-44.3,-23.55,-46.64,2006
83,MG,MS,-18.1,-44.38,-20.51,-54.54,2006
908,MG,MT,-18.1,-44.38,-12.64,-55.42,2006
3129,MG,PA,-18.1,-44.38,-5.53,-52.29,2006
14922,MG,PB,-18.1,-44.38,-7.06,-35.55,2006
81886,MG,PE,-18.1,-44.38,-8.28,-35.07,2006
1724,MG,PI,-18.1,-44.38,-8.28,-43.68,2006
10305,MG,PR,-18.1,-44.38,-24.89,-51.55,2006
652619,MG,RJ,-18.1,-44.38,-22.84,-43.15,2006
18194,MG,RN,-18.1,-44.38,-5.22,-36.52,2006
172,MG,RO,-18.1,-44.38,-11.22,-62.8,2006
12,MG,RR,-18.1,-44.38,1.89,-61.22,2006
12647,MG,RS,-18.1,-44.38,-30.01,-51.22,2006
181,MG,SC,-18.1,-44.38,-27.33,-49.44,2006
5753,MG,SE,-18.1,-44.38,-10.9,-37.07,2006
2210853,MG,SP,-18.1,-44.38,-23.55,-46.64,2006
2389,MG,TO,-18.1,-44.38,-10.25,-48.25,2006
67610,MS,MT,-20.51,-54.54,-12.64,-55.42,2006
78,MS,PE,-20.51,-54.54,-8.28,-35.07,2006
32950,MS,PR,-20.51,-54.54,-24.89,-51.55,2006
99,MS,SC,-20.51,-54.54,-27.33,-49.44,2006
466201,MS,SP,-20.51,-54.54,-23.55,-46.64,2006
5232,MT,PA,-12.64,-55.42,-5.53,-52.29,2006
47061,MT,PR,-12.64,-55.42,-24.89,-51.55,2006
4859,MT,RJ,-12.64,-55.42,-22.84,-43.15,2006
16128,MT,RO,-12.64,-55.42,-11.22,-62.8,2006
98,MT,SC,-12.64,-55.42,-27.33,-49.44,2006
474556,MT,SP,-12.64,-55.42,-23.55,-46.64,2006
41287,PA,PE,-5.53,-52.29,-8.28,-35.07,2006
1935,PA,PI,-5.53,-52.29,-8.28,-43.68,2006
277,PA,PR,-5.53,-52.29,-24.89,-51.55,2006
81177,PA,RJ,-5.53,-52.29,-22.84,-43.15,2006
507,PA,RN,-5.53,-52.29,-5.22,-36.52,2006
246,PA,RR,-5.53,-52.29,1.89,-61.22,2006
3538,PA,RS,-5.53,-52.29,-30.01,-51.22,2006
622,PA,SC,-5.53,-52.29,-27.33,-49.44,2006
4,PA,SE,-5.53,-52.29,-10.9,-37.07,2006
166364,PA,SP,-5.53,-52.29,-23.55,-46.64,2006
9296,PA,TO,-5.53,-52.29,-10.25,-48.25,2006
160283,PB,PE,-7.06,-35.55,-8.28,-35.07,2006
29,PB,PI,-7.06,-35.55,-8.28,-43.68,2006
77760,PB,RJ,-7.06,-35.55,-22.84,-43.15,2006
4341,PB,RN,-7.06,-35.55,-5.22,-36.52,2006
529,PB,SC,-7.06,-35.55,-27.33,-49.44,2006
973,PB,SE,-7.06,-35.55,-10.9,-37.07,2006
169821,PB,SP,-7.06,-35.55,-23.55,-46.64,2006
47,PE,PI,-8.28,-35.07,-8.28,-43.68,2006
2760,PE,PR,-8.28,-35.07,-24.89,-51.55,2006
425135,PE,RJ,-8.28,-35.07,-22.84,-43.15,2006
191379,PE,RN,-8.28,-35.07,-5.22,-36.52,2006
14,PE,RR,-8.28,-35.07,1.89,-61.22,2006
44714,PE,RS,-8.28,-35.07,-30.01,-51.22,2006
228,PE,SC,-8.28,-35.07,-27.33,-49.44,2006
52830,PE,SE,-8.28,-35.07,-10.9,-37.07,2006
1022559,PE,SP,-8.28,-35.07,-23.55,-46.64,2006
57,PI,PR,-8.28,-43.68,-24.89,-51.55,2006
391,PI,RJ,-8.28,-43.68,-22.84,-43.15,2006
38329,PI,SP,-8.28,-43.68,-23.55,-46.64,2006
442524,PR,RJ,-24.89,-51.55,-22.84,-43.15,2006
26,PR,RN,-24.89,-51.55,-5.22,-36.52,2006
440656,PR,RS,-24.89,-51.55,-30.01,-51.22,2006
32439,PR,SC,-24.89,-51.55,-27.33,-49.44,2006
667,PR,SE,-24.89,-51.55,-10.9,-37.07,2006
2545066,PR,SP,-24.89,-51.55,-23.55,-46.64,2006
142,PR,TO,-24.89,-51.55,-10.25,-48.25,2006
156986,RJ,RN,-22.84,-43.15,-5.22,-36.52,2006
7689,RJ,RO,-22.84,-43.15,-11.22,-62.8,2006
7552,RJ,RR,-22.84,-43.15,1.89,-61.22,2006
413351,RJ,RS,-22.84,-43.15,-30.01,-51.22,2006
41357,RJ,SC,-22.84,-43.15,-27.33,-49.44,2006
58617,RJ,SE,-22.84,-43.15,-10.9,-37.07,2006
4860048,RJ,SP,-22.84,-43.15,-23.55,-46.64,2006
3570,RN,RS,-5.22,-36.52,-30.01,-51.22,2006
3,RN,SE,-5.22,-36.52,-10.9,-37.07,2006
362155,RN,SP,-5.22,-36.52,-23.55,-46.64,2006
9010,RO,SP,-11.22,-62.8,-23.55,-46.64,2006
690,RR,SP,1.89,-61.22,-23.55,-46.64,2006
247994,RS,SC,-30.01,-51.22,-27.33,-49.44,2006
441,RS,SE,-30.01,-51.22,-10.9,-37.07,2006
2154844,RS,SP,-30.01,-51.22,-23.55,-46.64,2006
123,SC,SE,-27.33,-49.44,-10.9,-37.07,2006
1776841,SC,SP,-27.33,-49.44,-23.55,-46.64,2006
201,SC,TO,-27.33,-49.44,-10.25,-48.25,2006
117353,SE,SP,-10.9,-37.07,-23.55,-46.64,2006
10208,SP,TO,-23.55,-46.64,-10.25,-48.25,2006
40888,AC,AM,-8.77,-70.55,-3.07,-61.66,2007
751,AC,CE,-8.77,-70.55,-3.71,-38.54,2007
128367,AC,DF,-8.77,-70.55,-15.83,-47.86,2007
6552,AC,GO,-8.77,-70.55,-16.64,-49.31,2007
94,AC,MG,-8.77,-70.55,-18.1,-44.38,2007
2888,AC,PA,-8.77,-70.55,-5.53,-52.29,2007
28,AC,RJ,-8.77,-70.55,-22.84,-43.15,2007
51771,AC,RO,-8.77,-70.55,-11.22,-62.8,2007
2,AC,RS,-8.77,-70.55,-30.01,-51.22,2007
6618,AC,SP,-8.77,-70.55,-23.55,-46.64,2007
1,AC,TO,-8.77,-70.55,-10.25,-48.25,2007
202075,AL,BA,-9.71,-35.73,-12.96,-38.51,2007
2226,AL,CE,-9.71,-35.73,-3.71,-38.54,2007
98854,AL,DF,-9.71,-35.73,-15.83,-47.86,2007
5,AL,ES,-9.71,-35.73,-19.19,-40.34,2007
2945,AL,GO,-9.71,-35.73,-16.64,-49.31,2007
22997,AL,MG,-9.71,-35.73,-18.1,-44.38,2007
916,AL,MT,-9.71,-35.73,-12.64,-55.42,2007
130,AL,PB,-9.71,-35.73,-7.06,-35.55,2007
39303,AL,PE,-9.71,-35.73,-8.28,-35.07,2007
2451,AL,PR,-9.71,-35.73,-24.89,-51.55,2007
85732,AL,RJ,-9.71,-35.73,-22.84,-43.15,2007
422,AL,RN,-9.71,-35.73,-5.22,-36.52,2007
7069,AL,RS,-9.71,-35.73,-30.01,-51.22,2007
615,AL,SC,-9.71,-35.73,-27.33,-49.44,2007
40763,AL,SE,-9.71,-35.73,-10.9,-37.07,2007
391387,AL,SP,-9.71,-35.73,-23.55,-46.64,2007
282,AM,AP,-3.07,-61.66,1.41,-51.77,2007
7506,AM,BA,-3.07,-61.66,-12.96,-38.51,2007
106406,AM,CE,-3.07,-61.66,-3.71,-38.54,2007
290600,AM,DF,-3.07,-61.66,-15.83,-47.86,2007
400,AM,ES,-3.07,-61.66,-19.19,-40.34,2007
16,AM,GO,-3.07,-61.66,-16.64,-49.31,2007
21119,AM,MA,-3.07,-61.66,-2.55,-44.3,2007
339095,AM,PA,-3.07,-61.66,-5.53,-52.29,2007
17124,AM,PE,-3.07,-61.66,-8.28,-35.07,2007
54,AM,PI,-3.07,-61.66,-8.28,-43.68,2007
95221,AM,RJ,-3.07,-61.66,-22.84,-43.15,2007
26,AM,RN,-3.07,-61.66,-5.22,-36.52,2007
93863,AM,RO,-3.07,-61.66,-11.22,-62.8,2007
132338,AM,RR,-3.07,-61.66,1.89,-61.22,2007
483416,AM,SP,-3.07,-61.66,-23.55,-46.64,2007
1,AM,TO,-3.07,-61.66,-10.25,-48.25,2007
59757,AP,DF,1.41,-51.77,-15.83,-47.86,2007
5,AP,GO,1.41,-51.77,-16.64,-49.31,2007
1,AP,MG,1.41,-51.77,-18.1,-44.38,2007
428058,AP,PA,1.41,-51.77,-5.53,-52.29,2007
1481,AP,RJ,1.41,-51.77,-22.84,-43.15,2007
2,AP,RR,1.41,-51.77,1.89,-61.22,2007
102,AP,RS,1.41,-51.77,-30.01,-51.22,2007
9774,AP,SP,1.41,-51.77,-23.55,-46.64,2007
270259,BA,CE,-12.96,-38.51,-3.71,-38.54,2007
471222,BA,DF,-12.96,-38.51,-15.83,-47.86,2007
33369,BA,ES,-12.96,-38.51,-19.19,-40.34,2007
19906,BA,GO,-12.96,-38.51,-16.64,-49.31,2007
17542,BA,MA,-12.96,-38.51,-2.55,-44.3,2007
527860,BA,MG,-12.96,-38.51,-18.1,-44.38,2007
1382,BA,MS,-12.96,-38.51,-20.51,-54.54,2007
10861,BA,MT,-12.96,-38.51,-12.64,-55.42,2007
17027,BA,PA,-12.96,-38.51,-5.53,-52.29,2007
28315,BA,PB,-12.96,-38.51,-7.06,-35.55,2007
477421,BA,PE,-12.96,-38.51,-8.28,-35.07,2007
1,BA,PI,-12.96,-38.51,-8.28,-43.68,2007
35920,BA,PR,-12.96,-38.51,-24.89,-51.55,2007
936937,BA,RJ,-12.96,-38.51,-22.84,-43.15,2007
99721,BA,RN,-12.96,-38.51,-5.22,-36.52,2007
74653,BA,RS,-12.96,-38.51,-30.01,-51.22,2007
6189,BA,SC,-12.96,-38.51,-27.33,-49.44,2007
212656,BA,SE,-12.96,-38.51,-10.9,-37.07,2007
2239684,BA,SP,-12.96,-38.51,-23.55,-46.64,2007
398211,CE,DF,-3.71,-38.54,-15.83,-47.86,2007
7100,CE,ES,-3.71,-38.54,-19.19,-40.34,2007
3994,CE,GO,-3.71,-38.54,-16.64,-49.31,2007
200506,CE,MA,-3.71,-38.54,-2.55,-44.3,2007
42732,CE,MG,-3.71,-38.54,-18.1,-44.38,2007
1696,CE,MS,-3.71,-38.54,-20.51,-54.54,2007
1424,CE,MT,-3.71,-38.54,-12.64,-55.42,2007
189094,CE,PA,-3.71,-38.54,-5.53,-52.29,2007
311,CE,PB,-3.71,-38.54,-7.06,-35.55,2007
380645,CE,PE,-3.71,-38.54,-8.28,-35.07,2007
179721,CE,PI,-3.71,-38.54,-8.28,-43.68,2007
